User Name,Time,Tweet,User Location,Retweeted Count,Favorited Count,Replied
UofUHealth,2019-11-04 18:00:32,RT @UtahInnovation: The Huntsman family receives a standing ovation from a packed house as they announce $150 million gift to  @UUtah  and ,"Salt Lake City, UT",2,0,NaN
COCathain,2019-11-04 18:00:30,RT @neiler1967: Proud to read that @athloneIT is top Institute of Technology for 2020 as per Sunday Times today. Well done to @COCathain an ,NaN,4,0,NaN
hardersson,2019-11-04 18:00:25,"1.) Starts with facts.;Q: age? ;- 26 ;Q: you live in?;- kingston, london;Q: family?;- sister, parents and gf;Q: edu  ",cfcw + wob,0,2,1191414910791630849
Sondsajohn,2019-11-04 18:00:25,Free Education University - Is a 17 course curriculum that teaches you how to find the right financial opportunitie  ,USA,0,0,NaN
NPU,2019-11-04 18:00:17,"President Mary Surridge featured in @CTmagazine ""purposefully pursuing the overall strategic priorities for the uni  ",Chicago,0,0,NaN
fayyaz_fayaz,2019-11-04 18:00:12,"RT @schaheid: Oh look, Imran Khan is equipping the next generation of poor people with almost free University education. ","Qatar, 25.327331,51.351646",48,0,NaN
THEworldunirank,2019-11-04 18:00:01,"We'll be launching 2020 editions of our social sciences, business and economics, law and education subject rankings  ",Worldwide,1,0,NaN
JayMan471,2019-11-04 18:00:00,"RT @NicoleBarbaro: There is no college education worth $100,000 per year. Absolutely not.  ",NaN,16,0,NaN
EduEstWales,2019-11-04 17:59:21,"Congratulations to The Active Office (SPECIFIC Innovation and Knowledge Centre, Swansea University) - Winner of the  ","Wales, United Kingdom",0,1,NaN
BenDoverDotard,2019-11-04 17:59:10,Shame on @UTAustin and @gregfenves for allowing the @TexasCowboysATX to continue to operate and party merely one ye  ,NaN,0,0,NaN
MimiTexasAngel,2019-11-04 17:58:55,RT @rebekahallen: A @UTAustin student died after a Texas Cowboys retreat where recruits were hazed. The univ let the student org operate wi ,Planet Earth,26,0,NaN
AlyssaMGoard,2019-11-04 17:58:09,RT @rebekahallen: A @UTAustin student died after a Texas Cowboys retreat where recruits were hazed. The univ let the student org operate wi ,"Austin, TX",26,0,NaN
Christo_HST,2019-11-04 17:58:02,RT @marcpsinger: It seems like universities turn to OPMs in order to benefit from their expertise but if online learning is fundamental to ,"Huddersfield, England",2,0,NaN
Nosheen11892574,2019-11-04 17:58:00,RT @PTIofficial: A great many students have had to quit education or leave their desired field of study just b/c they can t afford universi ,"Rawalpindi, Pakistan",116,0,NaN
PersianaJune,2019-11-04 17:57:46,RT @felicitycallard: Very serious levels of exploitation are hard-baked into university ecology   most intolerable for outsourced workers &amp; ,NaN,27,0,NaN
Genesisssedillo,2019-11-04 17:57:41,RT @yo_its_wolfnick: Extremely blessed to announce that I will be continuing my education and baseball career at the University Of Mary Har ,NaN,23,0,NaN
kzsoltd,2019-11-04 17:57:30,"RT @NZFreeSpeech:  the question becomes: Are we prepared to risk our fourth largest export earner, $5b and 50, ","Ontario, Canada",6,0,NaN
8phunkKhalid,2019-11-04 17:57:04,"RT @schaheid: Oh look, Imran Khan is equipping the next generation of poor people with almost free University education. ",NaN,48,0,NaN
rafmarchetti,2019-11-04 17:56:17,"RT @UniLUISS:  Social science are evolving, but what direction are they leading us in? We need to drive this change, dealing with new globa ",Prof International Affairs,2,0,NaN
tatyanaaaaax,2019-11-04 17:55:22,RT @ImHer_Claysa: i ll never understand people who put down others for going to an university of their choice. An education is an education ,Da Cribbbbb,1,0,NaN
sisinife,2019-11-04 17:55:07,RT @hannytalker: admin officer;;Location: Abuja;;0-2 years. He/she must be very conversant with the use of social media;;Education: A unive ,"Ikeja, Nigeria",164,0,NaN
CherokeeLedger,2019-11-04 17:55:04,Reinhardt University s Bachelor of Science in Nursing now is accredited by the Commission on Collegiate Nursing Edu  ,"Cherokee County, GA",0,1,NaN
CherokeeTribune,2019-11-04 17:55:04,Reinhardt University s Bachelor of Science in Nursing now is accredited by the Commission on Collegiate Nursing Edu  ,"Canton, Georgia",0,0,NaN
JonHardister,2019-11-04 17:54:42,Great article by A&amp;T University Chancellor Harold Martin about how the Piedmont Triad is poised for economic growth  ,"Greensboro, NC",1,1,NaN
cathrynortizz,2019-11-04 17:54:36,RT @yo_its_wolfnick: Extremely blessed to announce that I will be continuing my education and baseball career at the University Of Mary Har ,"Pflugerville, TX",23,0,NaN
Portland_State,2019-11-04 17:54:20,"Happy 50th anniversary to University Honors College! Started with fewer than 30 students, @pdxhonors has transforme  ","Portland, Oregon",1,12,NaN
Onebabybuffalo,2019-11-04 17:54:04,"RT @schaheid: Oh look, Imran Khan is equipping the next generation of poor people with almost free University education. ","New York, NY",48,0,NaN
databytz,2019-11-04 17:53:52,RT @BeesonPam: @JamesMelville @RAWnGreen An educated society is a benefit so paying for state sponsored university education is good. Many ,IE.NI.UK,1,0,NaN
EverMama8,2019-11-04 17:53:23,RT @azcentral: Embry-Riddle gets accreditation warning for shortened programs ,NaN,3,0,NaN
ihuoma_okpara,2019-11-04 17:52:55,"1. Shell Nursery and Primary School, Port-Harcourt.;;2. Queen's Choice, Ikotun, Lagos. ;;3. Estaport Nursery and Pr  ",Nigeria,1,0,NaN
FamilyBlending,2019-11-04 17:52:32,Center for Child and Family Development at the University of San Francisco School of Education Kicks Off Social Jus  ,"Point Roberts, WA",0,0,NaN
jenbamo,2019-11-04 17:52:11,RT @HitmarkerJobs:   NEW: We haven't posted a job in Connecticut for some time!;; #Esports Coordinator   Student Life; Post University (@ ,"Queens, NY",3,0,NaN
IIITfriends,2019-11-04 17:52:09,"Join IIIT at American University on Tuesday, November 19, 2019 from 5:30pm-7:00pm for ITEP's monthly Global  ","Herndon, VA",0,0,NaN
javedhashmi6,2019-11-04 17:52:04,"RT @schaheid: Oh look, Imran Khan is equipping the next generation of poor people with almost free University education. ","Islamabad, Pakistan ",48,0,NaN
BrownEdwards,2019-11-04 17:52:01,Three higher-education associations are encouraging college and university leaders to embrace analytics as a way to  ,"Roanoke, VA",0,0,NaN
kevsav50,2019-11-04 17:51:55,RT @BellHappe: @Spoonhead8 @furcoatnonics @CorbynistaTeen And even when you do it s a negligible increase. Especially considering free univ ,NaN,3,0,NaN
SpeirsWendy,2019-11-04 17:51:48,RT @OntLiberal: Conservative cuts to OSAP mean fewer students will graduate from our programs.;;We need to broaden access to post-secondar ,NaN,21,0,NaN
DailyTucsonan,2019-11-04 17:51:46,RT @azcentral: Embry-Riddle gets accreditation warning for shortened programs ,NaN,3,0,NaN
Hodali77,2019-11-04 17:51:40,RT @NewTimesRwanda: Medical students from the University of Rwanda who were set to miss their graduation this Friday have been cleared to g ,Rwanda,20,0,NaN
pilars__,2019-11-04 17:50:59,RT @yo_its_wolfnick: Extremely blessed to announce that I will be continuing my education and baseball career at the University Of Mary Har ,"Texas, USA",23,0,NaN
aamandashepherd,2019-11-04 17:50:21,"RT @CourtneyLTanner: THREAD: For months, I ve been reporting for this article  requesting records, interviewing former staff + talking to s ",slc,154,0,NaN
BiliteracySeal,2019-11-04 17:50:09,"Dr. Sarah Straub started Bilingual Education Student Organization at Stephen F. Austin State University, Texas. BES  ",Los Angeles  CA,0,1,NaN
marilynboner,2019-11-04 17:50:09,"RT @RobertGehrke: From what I gather, here s what the @sltrib going non-profit means:;1. You can make tax-deductible donation here: ","Salt Lake City, Utah",13,0,NaN
17cajuns,2019-11-04 17:50:06,RT @GroupOfFiveGuys: Support the school that you attend.  Support the school that you pay money toward to get an education.  Support the un ,NaN,6,0,NaN
kinsan02,2019-11-04 17:49:25,RT @hannytalker: admin officer;;Location: Abuja;;0-2 years. He/she must be very conversant with the use of social media;;Education: A unive ,"Abuja, Nigeria",164,0,NaN
Mohd_Waleed,2019-11-04 17:49:18,"RT @schaheid: Oh look, Imran Khan is equipping the next generation of poor people with almost free University education. ","Lahore, Pakistan.",48,0,NaN
AhsanUl234,2019-11-04 17:49:11,"RT @schaheid: Oh look, Imran Khan is equipping the next generation of poor people with almost free University education. ","Multan, Pakistan",48,0,NaN
t4esunflower,2019-11-04 17:49:00,".@MJMadda Hi, Mary Jo I hope you are well. I am a university student (I am studying to be a teacher) and I have a q  ",NaN,0,0,NaN
bjfr,2019-11-04 17:48:56,Come playtest new resources and simulations for teacher education and professional development! The next @mit_tsl p  ,"Arlington, MA",1,3,NaN
leahsalinas9,2019-11-04 17:48:29,RT @yo_its_wolfnick: Extremely blessed to announce that I will be continuing my education and baseball career at the University Of Mary Har ,NaN,23,0,NaN
STR2out,2019-11-04 17:47:48,RT @rebekahallen: Other univs are getting stricter abt hazing -- freezing all Greek Life after even the whiff of bad behavior by frats. ;Me ,United States,2,0,NaN
K1w127,2019-11-04 17:47:37,RT @KiwiDaveC: So the academic policy of @MasseyUni is apparently their [foreign student] trade policy.;; h ,"Christchurch, New Zealand",2,0,NaN
NicolasJSimard,2019-11-04 17:47:27,Great discussion today with @AliceAlbright and international partners on quality education in the #DRC through the  ,Kinshasa,2,11,NaN
azcentral,2019-11-04 17:47:03,Embry-Riddle gets accreditation warning for shortened programs ,"Phoenix, AZ",3,0,NaN
FoodAsPoetry,2019-11-04 17:46:24,you consider that my education was free/public and I went to University to be Phi Beta Kappa in Psychology/Sociolog  ,NaN,0,0,1191411385017593858
ManSlayn,2019-11-04 17:45:34,@cybaiger Oh completely agreed on the insane costs of higher education in North America.  I just hoped Canada was b  ,NaN,0,0,1191406784818364416
whenpigsflyyy,2019-11-04 17:45:30,"RT @RobertGehrke: From what I gather, here s what the @sltrib going non-profit means:;1. You can make tax-deductible donation here: ","Native Texan  (oh, the shame!)",13,0,NaN
James_Barragan,2019-11-04 17:45:29,RT @rebekahallen: Other univs are getting stricter abt hazing -- freezing all Greek Life after even the whiff of bad behavior by frats. ;Me ,"Austin, TX",2,0,NaN
James_Barragan,2019-11-04 17:45:27,RT @rebekahallen: A @UTAustin student died after a Texas Cowboys retreat where recruits were hazed. The univ let the student org operate wi ,"Austin, TX",26,0,NaN
QBunker,2019-11-04 17:45:23,"RT @CourtneyLTanner: THREAD: For months, I ve been reporting for this article  requesting records, interviewing former staff + talking to s ","Orem, UT",154,0,NaN
Camswr_73js,2019-11-04 17:45:14,Please RT &gt;&gt; Free Education University - How to graduate DEBT FREE! Get 75% off for a limited time!  Link in Bio ,USA,0,0,NaN
NurseyShift,2019-11-04 17:45:10,Remember the hospital that I terminated from because I took a mental health day and they got salty. Welllllllllllll  ,Canada,0,10,1191410588380999681
VanitaSundaram,2019-11-04 17:45:03,RT @DrMichaelKehler: RT 27 days deadline CFP Gender and Education. North American first   @genderanded @PalgraveEdu ,York,12,0,NaN
s_makholwa,2019-11-04 17:44:52,RT @DjNewSouthAfric: Helen Since when are quotas anti-merit?;;If the minister of education were to order racist universities such as UFS &amp; ,Azanian,23,0,NaN
ngawa_mwanza,2019-11-04 17:44:48,"RT @HonMushimba: Like this year, K557million kwacha has been put aside in the 2020 budget for bursaries and loan schemes to support increas ",Kitwe zambia,6,0,NaN
JessicaRingrose,2019-11-04 17:44:46,RT @DrMichaelKehler: RT 27 days deadline CFP Gender and Education. North American first   @genderanded @PalgraveEdu ,j.ringrose@ucl.ac.uk,12,0,NaN
safety_refinery,2019-11-04 17:44:45,RT @rebekahallen: A @UTAustin student died after a Texas Cowboys retreat where recruits were hazed. The univ let the student org operate wi ,A Long Tube Full of Demons,26,0,NaN
TheTwatPolice,2019-11-04 17:44:37,RT @racechikee: @_JamieWhyte All that proves is how university degrees have been dumbed down. ;The working classes were not politically nai ,"Virginia Water, South East",1,0,NaN
BangaloreFrance,2019-11-04 17:44:32,"Our ambassador #france #india says so, many #alumni say so, and so we say : #choosefrance #education #sciences  ",Bangalore,1,0,NaN
temsaletorg,2019-11-04 17:44:24,She has also previously served in gov as the Minister of Culture &amp; Tourism and Minister of Labor &amp; Social Affairs.  ,"Addis Abeba, Ethiopia",0,0,1191410881839738880
temsaletorg,2019-11-04 17:44:24,"Before taking up the ministerial position, she worked at Addis Ababa University at different leadership levels rang  ","Addis Abeba, Ethiopia",0,0,1191410880275197952
BasedDoomer,2019-11-04 17:43:43,"@LeftCoalition @thehill Alberta is the most conservative Canadian province. It's the ""Texas of Canada"" and somehow,  ","St. Louis, Missouri",0,0,1191409451439415297
Dr_SteveStanley,2019-11-04 17:43:35,RT @felicitycallard: Very serious levels of exploitation are hard-baked into university ecology   most intolerable for outsourced workers &amp; ,"Cardiff, Wales",27,0,NaN
Veekz_valdez,2019-11-04 17:43:13,RT @hannytalker: admin officer;;Location: Abuja;;0-2 years. He/she must be very conversant with the use of social media;;Education: A unive ,"Federal Capital Territory, Nig",164,0,NaN
iissno,2019-11-04 17:43:04,RT @hannytalker: admin officer;;Location: Abuja;;0-2 years. He/she must be very conversant with the use of social media;;Education: A unive ,Lagos,164,0,NaN
Creighton,2019-11-04 17:43:01,"Randy Richardson, MD, regional dean at Creighton s Phoenix campus, sees a bright future for medical education thank  ","Omaha, NE",0,6,NaN
maggoo0,2019-11-04 17:42:57,`bbcnews My answer to our shortage of doctors.Suitable applicants willing to agree to work with the NHS for a presc  ,A little house in the outback.,0,0,NaN
Djjmays,2019-11-04 17:42:50,RT @yo_its_wolfnick: Extremely blessed to announce that I will be continuing my education and baseball career at the University Of Mary Har ,"Pflugerville, TX",23,0,NaN
Complexchange1,2019-11-04 17:42:27,RT @felicitycallard: Very serious levels of exploitation are hard-baked into university ecology   most intolerable for outsourced workers &amp; ,the critical zone,27,0,NaN
InnocentMbethe,2019-11-04 17:41:52,"RT @SKamhunga: Thato Mochone on LinkedIn: ;On 14 October, graduated from London South Bank University with Masters of Science with Merit-Ed ","Johannesburg, South Africa",1,0,NaN
martins_ene,2019-11-04 17:40:45,RT @hannytalker: admin officer;;Location: Abuja;;0-2 years. He/she must be very conversant with the use of social media;;Education: A unive ,"Portharcourt, Nigeria. ",164,0,NaN
Michael63956307,2019-11-04 17:40:33,RT @beringorca: @USTechWorkers @SenatorDurbin @USCIS This guy got a degree from Osmania University. This is a fraud university in Andhra Pr ,"Seattle, WA",25,0,NaN
zoie_cailin,2019-11-04 17:40:27,RT @yo_its_wolfnick: Extremely blessed to announce that I will be continuing my education and baseball career at the University Of Mary Har ,atx ,23,0,NaN
JBeans_15,2019-11-04 17:39:54,That Florida State University education is DIFFERENT  ,NaN,0,2,NaN
HonMushimba,2019-11-04 17:39:54,"Like this year, K557million kwacha has been put aside in the 2020 budget for bursaries and loan schemes to support  ","Lusaka, Zambia",6,73,NaN
BUSteinerSchool,2019-11-04 17:39:46,"David Welch Suggs, Jr., is an associate professor at the Grady College of Journalism and Mass Communication at the  ","Peoria, Illinois",0,1,NaN
CourtneyLTanner,2019-11-04 17:39:36,"RT @RobertGehrke: From what I gather, here s what the @sltrib going non-profit means:;1. You can make tax-deductible donation here: ","Utah, USA",13,0,NaN
AdnanKhurram,2019-11-04 17:39:20,"RT @schaheid: Oh look, Imran Khan is equipping the next generation of poor people with almost free University education. ",NaN,48,0,NaN
BillyWhittern,2019-11-04 17:39:18,"RT @SpencerVignes: From Cradle to Grave/2;Declared missing in action in October 1916 during the Battle of the Somme, Leigh was renowned as ","Oxford, England",7,0,NaN
Mahnn_Dee,2019-11-04 17:39:14,RT @hannytalker: admin officer;;Location: Abuja;;0-2 years. He/she must be very conversant with the use of social media;;Education: A unive ,NaN,164,0,NaN
BachaJamoora,2019-11-04 17:39:07,"RT @iAdnanAamir: A student at Bolan Medical University suspended for 8 months because he entered office of registrar without permission, af ",NaN,80,0,NaN
StylezGtDaJuice,2019-11-04 17:39:04,RT @HitmarkerJobs:   NEW: We haven't posted a job in Connecticut for some time!;; #Esports Coordinator   Student Life; Post University (@ ,"Detroit, MI",3,0,NaN
kamranshabbirks,2019-11-04 17:38:52,RT @PTIofficial: A great many students have had to quit education or leave their desired field of study just b/c they can t afford universi ,"Karachi, Pakistan",116,0,NaN
DorisMaisonneuv,2019-11-04 17:38:41,@UniverseNation2 @forts2345 @CTVNews Always surprised by how many people choose to remain ignorant.  So much more t  ,"Alberta, Canada",0,0,1191409182261567489
Anusmita7,2019-11-04 17:38:31,RT @FranceinIndia: Glad to have adressed a fully packed sudmersen hall at historic Cotton University. I insisted on the quality of educatio ,"Assam, India",20,0,NaN
FootballArchive,2019-11-04 17:38:28,"RT @SpencerVignes: From Cradle to Grave/2;Declared missing in action in October 1916 during the Battle of the Somme, Leigh was renowned as ",New England,7,0,NaN
HannahntheWolf,2019-11-04 17:38:22,That debt will prevent me from buying a home or a car or even procuring a loan to continue my education. It will fo  ,Greater Vancouver,0,0,1191409361857368065
garbadaru,2019-11-04 17:38:21,RT @Agegegottalents: #EDUCATION;;MISS HADIZA SANNI DANMALIKI IS ONE OF OUR AGEGE YOUTHS. A GRADUATE OF BAYERO UNIVERSITY KANO (BUK) WITH A , ,2,0,NaN
whenpigsflyyy,2019-11-04 17:38:11,"RT @CourtneyLTanner: THREAD: For months, I ve been reporting for this article  requesting records, interviewing former staff + talking to s ","Native Texan  (oh, the shame!)",154,0,NaN
JacquesProtic,2019-11-04 17:37:56,"@WG_Education ""ARC is based at the University of Ottawa, and this was its fourth summit. It is a global movement co  ","Wales, United Kingdom",0,1,1191407446872510464
cb90096912,2019-11-04 17:37:09,"RT @RichRaho: Pope Francis to university leaders: Education is  not only a matter of filling the mind with concepts,  but using  languages ",Vancouver B.C.,4,0,NaN
PTI_NWaziristan,2019-11-04 17:37:00,RT @PTIofficial: A great many students have had to quit education or leave their desired field of study just b/c they can t afford universi ,"Pakistan, North Waziristan",116,0,NaN
gardnerselby,2019-11-04 17:36:55,RT @rebekahallen: A @UTAustin student died after a Texas Cowboys retreat where recruits were hazed. The univ let the student org operate wi ,"Austin, TX",26,0,NaN
PublicHealthMap,2019-11-04 17:36:48,"RT @APHAStudents: Congratulations to Mallory Ohneck, our 2019 Section Liaison of the Year! Mallory is a Section Liaison for the School Heal ","Washington, DC",2,0,NaN
THEEREALCO,2019-11-04 17:35:49,RT @UMESNews: A college education transcends you to a new level. Discover the excellence that is the University of Maryland Eastern Shore F ,DMV ,16,0,NaN
Mo_Rayo,2019-11-04 17:35:31,RT @hannytalker: admin officer;;Location: Abuja;;0-2 years. He/she must be very conversant with the use of social media;;Education: A unive ,"Southwest, Nigeria",164,0,NaN
perfect_deity,2019-11-04 17:35:10,RT @HitmarkerJobs:   NEW: We haven't posted a job in Connecticut for some time!;; #Esports Coordinator   Student Life; Post University (@ ,NaN,3,0,NaN
RitaStyles20,2019-11-04 17:35:09,RT @ORichLander: Was @kyambogou a University by then? I am thinking you never had University education at all   ,"Kampala, Uganda",1,0,NaN
HitmarkerJobs,2019-11-04 17:35:01,  NEW: We haven't posted a job in Connecticut for some time!;; #Esports Coordinator   Student Life; Post Universi  ,"Newcastle upon Tyne, UK",3,3,NaN
PTIOBannu,2019-11-04 17:34:50,RT @PTIofficial: A great many students have had to quit education or leave their desired field of study just b/c they can t afford universi ,"Pakistan, KPK, Bannu",116,0,NaN
tmj_fay_edu,2019-11-04 17:34:27,"Want to land a job like ""Public Safety Officer (Police Officer)"" at Fayetteville State University? Applicant tracki  ","Fayetteville, NC",0,0,NaN
CampusFrance,2019-11-04 17:34:22,RT @FranceinIndia: Glad to have adressed a fully packed sudmersen hall at historic Cotton University. I insisted on the quality of educatio ,Paris / France,20,0,NaN
Shwelebathiyane,2019-11-04 17:34:15,RT @DjNewSouthAfric: Helen Since when are quotas anti-merit?;;If the minister of education were to order racist universities such as UFS &amp; ,South Africa,23,0,NaN
CreightonSOM,2019-11-04 17:34:14,Advances in 3-D imaging open new possibilities for medical practice and education  via @azcentral,"Omaha, NE",0,0,NaN
g_bby13,2019-11-04 17:33:41,RT @UMESNews: A college education transcends you to a new level. Discover the excellence that is the University of Maryland Eastern Shore F ,New York ,16,0,NaN
T6thF,2019-11-04 17:33:36,RT @WhichuniUK: Are you a ; ; Student applying to uni next year?;   Parent worried about the cost of uni?;  Teacher looking for new wa ,CHESHUNT,3,0,NaN
mormonsforera,2019-11-04 17:33:36,"RT @sltrib: Female students and former employees say the @UUtah police department blamed victims, failed to contact them promptly and compl ",mormonsforera@gmail.com,61,0,NaN
UtahInnovation,2019-11-04 17:33:36,The Huntsman family receives a standing ovation from a packed house as they announce $150 million gift to  @UUtah  ,NaN,2,6,NaN
j59841320,2019-11-04 17:33:31,RT @Fred_Langlois_: Scenarios like this may happen in Canada if we don't start lowering the cost of education;;Many European and Latin Amer ,NaN,2,0,NaN
Anam12335024,2019-11-04 17:33:29,RT @PTIofficial: A great many students have had to quit education or leave their desired field of study just b/c they can t afford universi ,Ste foy les lyon ,116,0,NaN
ORichLander,2019-11-04 17:33:08,Was @kyambogou a University by then? I am thinking you never had University education at all   ,"Kampala, Uganda",1,2,NaN
paciniannalisa,2019-11-04 17:33:06,"RT @UniLUISS:  Social science are evolving, but what direction are they leading us in? We need to drive this change, dealing with new globa ",Roma,2,0,NaN
lylebignon,2019-11-04 17:33:06,"RT @Nottm_Contemp: As part of our Architectures of Education conference, Kehinde Andrews, Professor of Black Studies at Birmingham City Uni ",UK,1,0,NaN
882SanyuFM,2019-11-04 17:33:04,#SanyuNews;The parliamentary education committee has learnt that Makerere University has ignored the directive by p  ,"Kampala, Uganda",0,3,NaN
official_tunde_,2019-11-04 17:32:53,RT @hannytalker: admin officer;;Location: Abuja;;0-2 years. He/she must be very conversant with the use of social media;;Education: A unive ,nigeria,164,0,NaN
Pratap00774433,2019-11-04 17:32:45,RT @hari2411: Dear @SenatorDurbin Do you read your own @chicagotribune ? Did you miss this ?  kids are ,NaN,109,0,NaN
SHER_e_BABBAR,2019-11-04 17:32:43,"RT @schaheid: Oh look, Imran Khan is equipping the next generation of poor people with almost free University education. ",NaN,48,0,NaN
LuigiSerra2,2019-11-04 17:32:13,"RT @paciniannalisa: Italian Minister of Education, University and research @MiurSocial @lofioramonti guest of honor today @UniLUISS #Social ","Novi Ligure, Piemonte",2,0,NaN
ahmadbala360,2019-11-04 17:32:10,RT @Adamwakilijnr: The President of Maryam Abacha American University Of Niger Ass. Prof Adamu Abubakar Gwarzo has just added another feath ,"Corleone, Sicilia",2,0,NaN
WiscPlasticSurg,2019-11-04 17:31:55,RT @PSRC1955: We have an awesome @WiscPlasticSurg team running the University service comprised of residents of all levels and sub-specialt ,NaN,3,0,NaN
Tweed_Barnesy,2019-11-04 17:31:52,"RT @SpencerVignes: From Cradle to Grave/2;Declared missing in action in October 1916 during the Battle of the Somme, Leigh was renowned as ",NaN,7,0,NaN
CourageousPAK,2019-11-04 17:31:15,RT @PTIofficial: A great many students have had to quit education or leave their desired field of study just b/c they can t afford universi ,NaN,116,0,NaN
tonigabriels,2019-11-04 17:31:06,RT @hannytalker: admin officer;;Location: Abuja;;0-2 years. He/she must be very conversant with the use of social media;;Education: A unive ,NaN,164,0,NaN
CanadaCouncil,2019-11-04 17:30:50,"RT @StudentsOnIce: Open Channels, the @canada_c3 multimedia exhibition is in @ArcticJournal | above&amp;beyond. Open Channels runs in Ottawa, 1 ",Ottawa,3,0,NaN
TheBabuMajumdar,2019-11-04 17:30:50,RT @iamsrk: On the way to @latrobe University.. Thank you for the kind gesture of offering a scholarship to a girl student from India for h ,"Kolkata, India",6750,0,NaN
ColtonW04721227,2019-11-04 17:30:42,RT @yo_its_wolfnick: Extremely blessed to announce that I will be continuing my education and baseball career at the University Of Mary Har ,NaN,23,0,NaN
TommyChong840,2019-11-04 17:30:35,RT @Fred_Langlois_: Scenarios like this may happen in Canada if we don't start lowering the cost of education;;Many European and Latin Amer ,Niits tpiis-stahkoii treaty 7 ,2,0,NaN
Sadie_Sadie,2019-11-04 17:30:31,"RT @CourtneyLTanner: THREAD: For months, I ve been reporting for this article  requesting records, interviewing former staff + talking to s ",City of Utah,154,0,NaN
PTIKPOfficial,2019-11-04 17:30:13,RT @PTIofficial: A great many students have had to quit education or leave their desired field of study just b/c they can t afford universi ,NaN,116,0,NaN
0_0Mesias0_0,2019-11-04 17:30:13,Designer   of Japanese for Indonesia University of Education . Proof Earthquake Building  ,NaN,0,0,NaN
dealsoftakis,2019-11-04 17:30:07,"Free Education University - How to find scholarships and grants specifically tailored to your personality type, hob  ",United States,0,0,NaN
TutorsIndia,2019-11-04 17:30:01,Check out today's TutorsIndia #TopTips and learn how to master #Assignmentwriting! How to structure your essay  ,United Kingdom,0,0,NaN
TutorsIndia,2019-11-04 17:30:00,Looking for someone to #help you provide support in #statistical &amp; content #analysis tools? Let our experienced  ,United Kingdom,0,0,NaN
LangstonFrazier,2019-11-04 17:29:51,RT @UMESNews: A college education transcends you to a new level. Discover the excellence that is the University of Maryland Eastern Shore F ,MOST LIKELY AT A GOLF COURSE! ,16,0,NaN
TaralynParr,2019-11-04 17:29:51,@TD_Canada s Norie Campbell shares the keys to intentional inclusion: 1) Dig deep &amp; ask yourself if your inclusive  ,"Toronto, Ontario",0,1,NaN
BeesonPam,2019-11-04 17:29:49,@JamesMelville @RAWnGreen An educated society is a benefit so paying for state sponsored university education is go  ,Canada,1,0,1190902806242304000
jacqmumford,2019-11-04 17:29:32,"RT @RobertGehrke: From what I gather, here s what the @sltrib going non-profit means:;1. You can make tax-deductible donation here: ",Level 4076 of Candy Crush,13,0,NaN
brittnik,2019-11-04 17:29:30,RT @theworldindex: The top 10 countries for future skills education;;1. Finland;2. Switzerland;3. New Zealand;4. Sweden;5. Canada ,"Phoenix, AZ",293,0,NaN
timisaye,2019-11-04 17:29:04,RT @LaCurtiz: @Naijavote I pointed out last month that our total budget on education is less than the budget of University of Toronto .,"Lagos, Nigeria",1,0,NaN
KiaLynette_,2019-11-04 17:29:00,RT @UMESNews: A college education transcends you to a new level. Discover the excellence that is the University of Maryland Eastern Shore F ,301 forever,16,0,NaN
stephanierlamm,2019-11-04 17:28:31,RT @meganmmenchaca: The Texas Cowboys were allowed to operate virtually without restrictions for eight months after Nicky Cumberland died o ,"Houston, TX",13,0,NaN
BrentJSteele1,2019-11-04 17:28:27,"RT @RobertGehrke: From what I gather, here s what the @sltrib going non-profit means:;1. You can make tax-deductible donation here: ","Salt Lake City, UT",13,0,NaN
PeacefulSoul__,2019-11-04 17:28:23,RT @hannytalker: admin officer;;Location: Abuja;;0-2 years. He/she must be very conversant with the use of social media;;Education: A unive ,"Federal Capital Territory, Nig",164,0,NaN
Chriselko,2019-11-04 17:28:06,"RT @NicoleBarbaro: There is no college education worth $100,000 per year. Absolutely not.  ","Flanders, NJ",16,0,NaN
Derah77608345,2019-11-04 17:27:54,RT @hannytalker: admin officer;;Location: Abuja;;0-2 years. He/she must be very conversant with the use of social media;;Education: A unive ,"Jos, Nigeria",164,0,NaN
FinlandLA,2019-11-04 17:27:31,RT @theworldindex: The top 10 countries for future skills education;;1. Finland;2. Switzerland;3. New Zealand;4. Sweden;5. Canada ,Los Angeles,293,0,NaN
amethystress,2019-11-04 17:27:27,"RT @schaheid: Oh look, Imran Khan is equipping the next generation of poor people with almost free University education. ",Right here.,48,0,NaN
kb_leecaster,2019-11-04 17:26:31,"RT @RobertGehrke: From what I gather, here s what the @sltrib going non-profit means:;1. You can make tax-deductible donation here: ","SL,UT",13,0,NaN
Patbagley,2019-11-04 17:26:25,"RT @RobertGehrke: From what I gather, here s what the @sltrib going non-profit means:;1. You can make tax-deductible donation here: ",Salt Lake City,13,0,NaN
CEMUSUPPSALA,2019-11-04 17:26:18,Panel discussion on the Future of Higher Education has started! #eduppsala2019 @uppsalauni @UU_University @_SLU ,Uppsala,0,4,NaN
tmj_mem_edu,2019-11-04 17:25:56,"Don't be shy. Score a job like ""Program Administrator-Pediatrics (CBMI)"" at The University of Tennessee by asking f  ","Memphis, TN",0,0,NaN
faazali09,2019-11-04 17:25:50,"RT @schaheid: Oh look, Imran Khan is equipping the next generation of poor people with almost free University education. ","Karachi, Pakistan",48,0,NaN
