Source,Author,Title,Description,URL,Published At,Content
Reuters,Reuters Editorial,Trump says Pelosi delaying vote on new trade pact to get impeachment support,"President Donald Trump on Tuesday accused Speaker of the House of Representatives Nancy Pelosi of delaying a vote to approve the USMCA trade pact between the United States, Canada and Mexico in order to secure support for her impeachment inquiry.",https://www.reuters.com/article/us-usa-trade-usmca-idUSKBN1XT2AH,2019-11-19T17:15:35Z,"WASHINGTON (Reuters) - President Donald Trump on Tuesday accused Speaker of the House of Representatives Nancy Pelosi of delaying a vote to approve the USMCA trade pact between the United States, Canada and Mexico in order to secure support for her impeachmen  [+434 chars]"
Reuters,Reuters Editorial,"Boeing 737 MAX grounding a drag on Canadian investment in machinery, equipment","The global grounding of Boeing's 737 MAX jet is weighing on Canadian economic investment in machinery and equipment, with carriers unable to take deliveries of the planes, the Bank of Canada said on Wednesday in a report.",https://www.reuters.com/article/us-canada-cenbank-boeing-idUSKBN1X92MY,2019-10-30T21:47:08Z,"(Reuters) - The global grounding of Boeing s (BA.N) 737 MAX jet is weighing on Canadian economic investment in machinery and equipment, with carriers unable to take deliveries of the planes, the Bank of Canada said on Wednesday in a report. ;Investment in ma  [+768 chars]"
Business Insider,Mary Hanbury,"Canada Goose just made its biggest coat ever for Tacko Fall, one of the world's tallest basketball players","Canada Goose created a custom jacket for NBA player Tacko Fall. It was the largest coat Canada Goose has ever made, a company spokesperson said. The length from the back of the neck down to the low hip is 33.5 inches, which is nine inches longer than Canada G ",https://www.businessinsider.com/canada-goose-gifts-largest-winter-jacket-nba-tacko-fall-2019-10,2019-10-29T16:18:48Z,"Canada Goose unveiled its largest coat on Friday.;The new jacket, which is almost four feet long, was made bespoke for NBA player Tacko Fall, who is seven-foot-five.;News of the gift was first shared by reporters who attended a basketball game between Fall'  [+1330 chars]"
The New York Times,Andrea Kannapell and Hiroko Masuike,"Mike Pompeo, Hong Kong, Iran: Your Monday Evening Briefing",Here s what you need to know at the end of the day.,https://www.nytimes.com/2019/11/18/briefing/mike-pompeo-hong-kong-iran.html,2019-11-18T23:34:53Z,"4. Checking in on the trade war: ;News junkies may remember that President Trump announced on Oct. 11 that the U.S. and China had reached a historic Phase 1 trade agreement. ;Well, no deal has been signed, and the word now is that the two could finalize an   [+399 chars]"
Castanet.net,NaN,Several pros and cons to Kelowna's low unemployment rate - Kelowna News - Castanet.net,Several pros and cons to Kelowna's low unemployment rate - Kelowna News Castanet.net Unemployment rates remain high in Calgary and Edmonton CTV News White collar jobs on the rise in Alberta: Statistics Canada Edmonton Journal A note to Western Canada: The res ,https://www.castanet.net/news/Kelowna/270117/Several-pros-and-cons-to-Kelowna-s-low-unemployment-rate,2019-11-09T03:00:00Z,"Kelowna s unemployment rate in October remained at 4.1 per cent for the second straight month, and the number hasn t wavered much over the last 12 months.;The bottom line is Kelowna continues to have one of the lowest unemployment rates among Canadian cities  [+384 chars]"
Mapleleafshotstove.com,MLHS Staff,"Sheldon Keefe: ""The big thing is trying to be a little more purposeful when we have the puck"" - Maple Leafs Hot Stove","Sheldon Keefe: ""The big thing is trying to be a little more purposeful when we have the puck"" Maple Leafs Hot Stove Leafs coaching change thrusts Brendan Shanahan back into spotlight Sportsnet.ca Who plays on 'Hockey Night in Canada' tonight? Time, TV channel ",https://mapleleafshotstove.com/2019/11/23/sheldon-keefe-the-big-thing-is-trying-to-be-a-little-more-purposeful-when-we-have-the-puck/,2019-11-23T02:24:00Z,"Sheldon Keefe addressed the media after practice on Friday in Colorado, discussing his first game (and win) behind an NHL bench, the process of implementing his systems in practice, Jason Spezza s role on the team going forward, and more.;What did you want t  [+6883 chars]"
Ctvnews.ca,Tom Krisher,"Ford's new Mustang is not only an SUV, it's all-electric too - CTV News","Ford's new Mustang is not only an SUV, it's all-electric too CTV News 5 things you need to know about the 2021 Ford Mustang Mach-E Driving The electric Mustang is here and it costs $50,495 in Canada MobileSyrup Ford Mustang Mach-E: The first all-electric Ford ",https://www.ctvnews.ca/autos/ford-s-new-mustang-is-not-only-an-suv-it-s-all-electric-too-1.4690260,2019-11-18T11:49:00Z,"DEARBORN, Mich. -- Ford is unveiling its first all-electric SUV, marking the start of an avalanche of battery-powered vehicles coming from mainstream and luxury automakers during the next two years that industry analysts say will boost electric vehicle sales.  [+4851 chars]"
Globalnews.ca,hannahjacksonglobal, An impossible situation : Ron MacLean s speech met with mixed reaction online - Global News," An impossible situation : Ron MacLean s speech met with mixed reaction online Global News 'Coach's Corner is no more': Ron MacLean discusses Don Cherry on Hockey Night in Canada CBC.ca On Saturday, Don Cherry was erased from Hockey Night in Canada in more wa ",http://globalnews.ca/news/6180003/ron-maclean-speech-reaction/,2019-11-17T18:37:15Z,"For the first time since a controversy embroiled the two men, longtime Coach s Corner host Ron MacLean appeared during the first intermission of Hockey Night in Canada without co-host Don Cherry.;Instead, MacLean appeared solo on Saturday night, delivering a  [+6143 chars]"
Bnnbloomberg.ca,David George-Cosh,Pot companies reel from week of bloodletting as darker clouds loom - Article - BNN - BNNBloomberg.ca,"Pot companies reel from week of bloodletting as darker clouds loom - Article - BNN BNNBloomberg.ca Aurora expects it will beat peers to profitability, but when? Yahoo Canada Finance Canopy Growth won't cut jobs despite losses, interim CEO insists CBC.ca Auror ",http://www.bnnbloomberg.ca/pot-companies-reel-from-week-of-bloodletting-amid-darker-clouds-ahead-1.1348820,2019-11-15T20:07:10Z,"It was one of the worst weeks for the legal cannabis sector since pot became legal in Canada.;After more than a dozen Canadian-based pot companies reported quarterly results over the past five days, it became increasingly clear the risks that had faced the i  [+5572 chars]"
Financial Post,NaN,"Canopy Growth takes $32 million hit from returned products, revenue plummets most since legalization - Financial Post","Canopy Growth takes $32 million hit from returned products, revenue plummets most since legalization Financial Post Canopy Growth Reports Second Quarter Fiscal 2020 Financial Results Canada NewsWire Canopy Growth hit with millions in product return charges, $ ",https://business.financialpost.com/cannabis/cannabis-business/update-1-pot-company-canopy-growth-reports-bigger-loss-on-charges,2019-11-14T13:54:00Z,"Canopy Growth Corp. took a surprise $32.7 million hit from returns and pricing changes related primarily to the sales of its oil and soft gel capsule products, resulting in the company s net revenue plummeting by 15 per cent, quarter-over-quarter, for the per  [+1695 chars]"
Dailyhive.com,Ainsley Smith,Cineplex is hosting a FREE holiday movie day across Canada next month | Listed - Daily Hive,Cineplex is hosting a FREE holiday movie day across Canada next month | Listed Daily Hive View full coverage on Google News,https://dailyhive.com/vancouver/cineplex-free-movie-day-december-7,2019-11-12T16:04:00Z,"Cineplex wants you to treat yourself to a free movie day next month.;For the ninth consecutive year, Cineplex Community Day will treat guests to a selection of popular movies.;All proceeds from donations and select concession sales will go toward supporting  [+1487 chars]"
Globalnews.ca,Staff,Health Canada says it is  actively monitoring  U.S. vaping illness progress - Global News,"Health Canada says it is  actively monitoring  U.S. vaping illness progress Global News U.S. officials identify 'strong culprit' in vaping illnesses CTV News This E-cigarette Additive May Be Causing Lung Illnesses in Vaping Outbreak, CDC Says Livescience.com  ",http://globalnews.ca/news/6148312/health-canada-vaping-illness/,2019-11-09T01:19:26Z,"Canadian health officials say they are closely monitoring an apparent U.S. breakthrough into the cause of a mysterious vaping illness.;The U.S. Centers for Disease Control and Prevention say they have a  very strong culprit  in a chemical compound known as v  [+1993 chars]"
The Globe And Mail,NaN,Don Cherry was erased from Hockey Night in Canada in more ways than one - The Globe and Mail,Don Cherry was erased from Hockey Night in Canada in more ways than one The Globe and Mail Why Don Cherry should apologize instead of hiding behind excuse that he's fighting for veterans CBC.ca BOB WAKEHAM: Sour Grapes deserved the heave-ho The Guardian Lette ,https://www.theglobeandmail.com/sports/hockey/article-don-cherry-was-erased-from-hockey-night-in-canada-in-more-ways-than/,2019-11-17T05:17:05Z,"Ron MacLean (left) sits beside Don Cherry as Rogers TV unveils their team for the station's NHL coverage in Toronto on Monday, March 10, 2014. ;Chris Young/The Canadian Press;On the first edition of Hockey Night in Canada in almost four decades without Don   [+6005 chars]"
Huffingtonpost.ca,Ryan Maloney,"EU, Germany Happy About What Liberal Win Means For Fighting Climate Change - HuffPost Canada","EU, Germany Happy About What Liberal Win Means For Fighting Climate Change HuffPost Canada EU, Germany welcome 'continuity' on climate change with Liberal minority win CBC.ca I thought Britain had biased, Left-wing media   until I spent time in Canada Telegra ",https://www.huffingtonpost.ca/entry/eu-germany-canada-election-liberals_ca_5db58461e4b079eb95a54258,2019-10-27T12:00:55Z,"OTTAWA   The European Union and Germany say they appreciate the  continuity  in Canadian climate change policy that will result from the federal election result.;The Liberals won a minority mandate in Monday s vote after a campaign that Prime Minister Justin  [+3480 chars]"
Torontosun.com,NaN,DEAR CANADA: Alienated Westerners voice frustration in wake of election - Toronto Sun,DEAR CANADA: Alienated Westerners voice frustration in wake of election Toronto Sun Former Alberta premier says she'd support federal Liberals navigate Western division CTV News 'We need to really go to work': Goodale calls for Liberal outreach in Western Can ,https://torontosun.com/news/national/dear-canada-alienated-westerners-voice-frustration-in-wake-of-election,2019-10-27T00:15:00Z,"B.C. NEEDS US;Every time someone brings up separation, an  expert  says  a landlocked country can t sell.  If Alberta separated, B.C. would find itself in dire need of a  pipeline  to Canada. Customs can be troublesome, can t they? Haven t we paid our master  [+13441 chars]"
Telegraph.co.uk,NaN,"I thought Britain had biased, Left-wing media   until I spent time in Canada - Telegraph.co.uk","Justin Trudeau, a man who can&rsquo;t remember how many times he darkened his skin for comic effect, has managed to form a minority government in Canada.",https://www.telegraph.co.uk/news/2019/10/27/thought-britain-had-biased-left-wing-media-spent-time-canada/,2019-10-27T06:00:00Z,"Justin Trudeau, a man who cant remember how many times he darkened his skin for comic effect, has managed to form a minority government in Canada.;His Liberal Party won Mondays election with fewer votes than the Conservatives but, under a quirk of the first-  [+449 chars]"
Design-milk.com,Leo Lei,The Minimalist Knowlton Residence in Quebec by TBA,"Knowlton Residence is a minimalist house in Quebec, Canada, by TBA designed as a renovation and extension of an aging country farmhouse.",https://design-milk.com/the-minimalist-knowlton-residence-in-quebec-by-tba/,2019-11-14T14:00:21Z,"Knowlton Residence is a minimalist house located in Quebec, Canada, designed by TBA as a renovation and extension of an aging country farmhouse. The new, two-story extension was built on top of the original single-story foundation.;Expanding vertically allow  [+573 chars]"
Androidcentral.com,Babu Mohan,OnePlus Care app will soon be available in the U.S. and Canada,It remains to be seen if the OnePlus Care program will also be made available in the U.S. and Canada. What you need to know OnePlus has confirmed that its OnePlus Care app will be coming to North America at the end of November. The OnePlus Care app makes it e ,https://www.androidcentral.com/oneplus-care-app-will-soon-be-available-us-and-canada,2019-11-13T16:36:51Z,"OnePlus smartphone owners in the U.S. and Canada will soon be able to easily submit service requests and track the status of repairs from the OnePlus Care app. In a post on the official OnePlus Community forums (via 9to5Google), Tom Bruno, Service Strategy an  [+974 chars]"
Gizmodo.com,"Yessenia Funes on Earther, shared by Brian Kahn to Gizmodo",The Keystone Pipeline Spilled Oil (Again),"Pipelines were made for transporting oil. But some, it appears, were made for leaking. The Keystone Pipeline System is one of those. Read more...",https://earther.gizmodo.com/the-keystone-pipeline-spilled-oil-again-1839501771,2019-10-31T15:58:00Z,"Pipelines were made for transporting oil. But some, it appears, were made for leaking. The Keystone Pipeline System is one of those.;The system runs more than 2,600 miles from Canada and into Nebraska where it splits. And on Tuesday night, it began to spill   [+2818 chars]"
Cnet.com,CNET News staff,"Cortana app for iOS, Android going silent in UK, Canada, Australia, Microsoft says - CNET",No word yet on the US.,https://www.cnet.com/news/cortana-app-for-ios-android-going-silent-in-uk-canada-australia-microsoft-says/,2019-11-16T20:05:00Z,"Cortana's role is shifting.;Nate Ralph/CNET;Microsoft is discontinuing its Cortana mobile app for Android and iOS in the UK, Canada and Australia, the company said this week. As of Jan. 31, Microsoft will no longer support the virtual assistant app in those  [+1073 chars]"
Venturebeat.com,Khari Johnson,Canada is denying travel visas to AI researchers headed to NeurIPS   again,"Researchers are again being denied entry to Canada to participate in the Black in AI workshop at NeurIPS, the largest international AI research conference.",https://venturebeat.com/2019/11/09/canada-is-denying-travel-visas-to-ai-researchers-headed-to-neurips-again/,2019-11-09T14:16:08Z,"Canadian immigration officials are denying travel visas to a large number of AI researchers and research students scheduled to attend NeurIPS and the Black in AI workshop, event organizers said. Those denied entry include Tj m d   fnj , co-organizer of the Ne  [+4735 chars]"
TechCrunch,Manish Singh,"Disney+ to launch in India, Southeast Asian markets next year","Disney plans to bring its on-demand video streaming service to India and some Southeast Asian markets as soon as the second half of next year, two sources familiar with the company s plans told TechCrunch. In India, the company plans to bring Disney+ s catalo ",http://techcrunch.com/2019/11/13/disney-plus-launch-india-southeast-asia-hotstar/,2019-11-14T06:25:41Z,"Disney plans to bring its on-demand video streaming service to India and some Southeast Asian markets as soon as the second half of next year, two sources familiar with the companys plans told TechCrunch.;In India, the company plans to bring Disney+s catalog  [+3524 chars]"
